Element;CaragataDown;CaragataUp;ZhengDown;ZhengUp;BaiaoDown;BaiaoUp;LindseyDown;LindseyUp
OG6_100840;0;0;0;1;0;0;0;0
OG6_100081;0;0;0;1;0;0;0;0
OG6_116713;0;0;0;1;0;0;0;0
OG6_481286;0;0;0;1;0;0;0;0
OG6_203324;0;0;0;1;1;0;0;0
OG6_101601;0;0;0;1;0;0;0;0
OG6_105497;0;0;0;1;0;0;0;0
OG6_480019;0;0;0;0;1;0;0;0
OG6_101099;0;0;0;0;1;0;0;0
OG6_100408;0;0;0;0;1;0;0;0
OG6_100096;0;0;0;0;1;0;0;0
OG6_153565;0;0;0;0;1;0;0;0
OG6_102459;0;0;0;0;1;0;0;0
OG6_203246;0;0;0;0;1;0;0;0
OG6_100183;0;0;0;0;1;0;1;0
OG6_479852;0;0;0;0;1;0;0;0
OG6_132498;0;0;0;0;1;0;0;0
OG6_136835;0;0;0;0;1;0;0;0
OG6_101194;0;0;0;0;1;0;0;0
OG6_203286;0;0;0;0;1;0;0;0
OG6_101791;0;0;0;0;1;0;0;0
OG6_103619;0;0;0;0;1;0;0;0
OG6_124305;0;0;0;0;1;0;0;0
OG6_480027;0;0;0;0;1;0;0;0
OG6_102920;0;0;0;0;1;0;1;0
OG6_107536;0;0;0;0;1;0;0;0
OG6_141945;0;0;0;0;1;0;0;0
OG6_108330;0;0;0;0;1;0;0;0
OG6_107731;0;0;0;0;1;0;0;1
OG6_120954;0;0;0;0;1;0;0;0
OG6_103072;0;0;0;0;1;0;0;0
OG6_106469;0;0;0;0;1;0;0;0
OG6_480993;0;0;0;0;1;0;0;0
OG6_102643;0;0;0;0;1;0;0;0
OG6_100105;0;0;0;0;1;0;0;0
OG6_105773;0;0;0;0;1;0;0;0
OG6_106571;0;0;0;0;1;0;0;0
OG6_129285;0;0;0;0;1;0;0;0
OG6_203347;0;0;0;0;1;0;0;0
OG6_129049;0;0;0;0;1;0;0;0
OG6_126471;0;0;0;0;1;0;0;0
OG6_124417;0;0;0;0;1;0;0;0
OG6_100108;0;0;0;0;1;0;0;0
OG6_142049;0;0;0;0;1;0;0;0
OG6_106138;0;0;0;0;1;0;0;0
OG6_106367;0;0;0;0;1;0;0;0
OG6_150899;0;0;0;0;1;0;0;0
OG6_136783;0;0;0;0;1;0;0;0
OG6_104520;0;0;0;0;1;0;0;0
OG6_119288;0;0;0;0;1;0;0;0
OG6_102982;0;0;0;0;1;0;0;0
OG6_101671;0;0;0;0;1;0;0;0
OG6_136643;0;0;0;0;1;0;0;0
OG6_108156;0;0;0;0;1;0;0;0
OG6_479591;0;0;0;0;1;0;0;0
OG6_107055;0;0;0;0;1;0;0;0
OG6_102281;0;0;0;0;1;0;0;0
OG6_142119;0;0;0;0;1;0;0;0
OG6_100381;0;0;0;0;1;0;0;0
OG6_106864;0;0;0;0;1;0;0;0
OG6_102930;0;0;0;0;1;0;0;0
OG6_136552;0;0;0;0;1;0;0;0
OG6_145952;0;0;0;0;1;0;0;0
OG6_480744;0;0;0;0;1;0;0;0
OG6_104642;0;0;0;0;1;0;0;0
OG6_108910;0;0;0;0;1;0;0;0
OG6_119464;0;0;0;0;1;0;0;0
OG6_102445;0;0;0;0;1;0;0;0
OG6_124170;0;0;0;0;1;0;0;0
OG6_100318;0;0;0;0;1;0;0;0
OG6_101838;0;0;0;0;1;0;0;0
OG6_102423;0;0;0;0;1;0;0;0
OG6_105507;0;0;0;0;1;0;0;0
OG6_110635;0;0;0;0;1;0;0;0
OG6_100314;0;0;0;0;1;0;0;0
OG6_102194;0;0;0;0;1;0;0;0
OG6_480374;0;0;0;0;1;0;0;0
OG6_109630;0;0;0;0;1;0;0;0
OG6_136463;0;0;0;0;1;0;0;0
OG6_107786;0;0;0;0;1;0;0;0
OG6_106110;0;0;0;0;1;0;0;0
OG6_124299;0;0;0;0;1;0;0;0
OG6_100714;0;0;0;0;1;0;0;0
OG6_104055;0;0;0;0;1;0;0;0
OG6_102690;0;0;0;0;1;0;0;0
OG6_103718;0;0;0;0;1;0;0;0
OG6_106086;0;0;0;0;1;0;0;0
OG6_105775;0;0;0;0;1;0;0;0
OG6_103166;0;0;0;0;1;0;0;0
OG6_102163;0;0;0;0;1;0;0;0
OG6_102175;0;0;0;0;1;0;0;0
OG6_150973;0;0;0;0;1;0;0;0
OG6_106451;0;0;0;0;1;0;0;0
OG6_106332;0;0;0;0;1;0;0;0
OG6_104397;0;0;0;0;1;0;0;0
OG6_104722;0;0;0;0;1;0;0;0
OG6_100537;0;0;0;0;1;0;0;0
OG6_103877;0;0;0;0;1;0;0;1
OG6_107217;0;0;0;0;1;0;0;0
OG6_102113;0;0;0;0;1;0;0;0
OG6_101842;0;0;0;0;1;0;0;0
OG6_101642;0;0;0;0;1;0;0;0
OG6_101900;0;0;0;0;1;0;0;0
OG6_108557;0;0;0;0;1;0;0;0
OG6_100759;0;0;0;0;1;0;0;0
OG6_107732;0;0;0;0;1;0;0;0
OG6_100798;0;0;0;0;1;0;0;1
OG6_100345;0;0;0;0;1;1;0;0
OG6_105124;0;0;0;0;1;0;0;0
OG6_100205;0;0;0;0;1;0;0;0
OG6_113902;0;0;0;0;1;0;0;0
OG6_101364;0;0;0;0;1;0;0;0
OG6_136720;0;0;0;0;1;0;0;0
OG6_136677;0;0;0;0;1;0;1;0
OG6_101880;0;0;0;0;1;0;0;1
OG6_100198;0;0;0;0;1;0;0;0
OG6_107561;0;0;0;0;1;0;0;0
OG6_105659;0;0;0;0;1;0;0;0
OG6_104100;0;0;0;0;1;0;0;0
OG6_113360;0;0;0;0;1;0;0;0
OG6_116658;0;0;0;0;1;0;0;0
OG6_104189;0;0;0;0;1;0;0;0
OG6_183419;0;0;0;0;0;1;0;0
OG6_481152;0;0;0;0;0;1;0;0
OG6_110644;0;0;0;0;0;1;0;0
OG6_126342;0;0;0;0;0;1;0;0
OG6_104605;0;0;0;0;0;1;0;0
OG6_203363;0;0;0;0;0;1;0;0
OG6_109409;0;0;0;0;0;1;0;0
OG6_480218;0;0;0;0;0;1;0;0
OG6_126421;0;0;0;0;0;1;0;0
OG6_100287;0;0;0;0;0;1;0;0
OG6_163551;0;0;0;0;0;1;0;0
OG6_104679;0;0;0;0;0;1;0;0
OG6_142106;0;0;0;0;0;1;0;0
OG6_100550;0;0;0;0;0;1;0;0
OG6_129035;0;0;0;0;0;1;0;0
OG6_479176;0;0;0;0;0;1;0;0
OG6_109269;0;0;0;0;0;1;0;0
OG6_112634;0;0;0;0;0;1;0;0
OG6_100900;0;0;0;0;0;1;0;0
OG6_129250;0;0;0;0;0;1;0;0
OG6_106001;0;0;0;0;0;1;0;0
OG6_100172;0;0;0;0;0;1;0;0
OG6_101022;0;0;0;0;0;1;0;0
OG6_100142;0;0;0;0;0;1;0;0
OG6_107260;0;0;0;0;0;1;0;0
OG6_142407;0;0;0;0;0;1;0;0
OG6_109704;0;0;0;0;0;1;0;0
OG6_102700;0;0;0;0;0;1;0;0
OG6_119252;0;0;0;0;0;1;0;0
OG6_105201;0;0;0;0;0;1;0;0
OG6_100227;0;0;0;0;0;1;0;0
OG6_114822;0;0;0;0;0;1;0;0
OG6_100110;0;0;0;0;0;1;0;0
OG6_101615;0;0;0;0;0;1;0;0
OG6_142179;0;0;0;0;0;1;0;0
OG6_103716;0;0;0;0;0;1;0;0
OG6_105998;0;0;0;0;0;1;0;0
OG6_132303;0;0;0;0;0;1;0;0
OG6_122603;0;0;0;0;0;1;0;0
OG6_108927;0;0;0;0;0;1;0;0
OG6_102727;0;0;0;0;0;1;0;0
OG6_101157;0;0;0;0;0;1;0;0
OG6_148686;0;0;0;0;0;1;0;0
OG6_100167;0;0;0;0;0;1;0;0
OG6_115641;0;0;0;0;0;1;0;0
OG6_130898;0;0;0;0;0;1;0;0
OG6_361049;0;0;0;0;0;1;0;0
OG6_124325;0;0;0;0;0;1;0;0
OG6_132393;0;0;0;0;0;1;0;0
OG6_100175;0;0;0;0;0;1;0;0
OG6_112753;0;0;0;0;0;1;0;0
OG6_100083;0;0;0;0;0;1;0;0
OG6_104556;0;0;0;0;0;1;0;0
OG6_102927;0;0;0;0;0;1;0;0
OG6_101135;0;0;0;0;0;1;0;0
OG6_481405;0;0;0;0;0;1;1;0
OG6_113380;0;0;0;0;0;1;0;0
OG6_105874;0;0;0;0;0;1;0;0
OG6_480104;0;0;0;0;0;1;0;0
OG6_104400;0;0;0;0;0;1;0;0
OG6_100026;0;0;0;0;0;1;0;1
OG6_105014;0;0;0;0;0;1;0;0
OG6_119295;0;0;0;0;0;1;0;0
OG6_104187;0;0;0;0;0;1;0;0
OG6_100708;0;0;0;0;0;1;0;0
OG6_106071;0;0;0;0;0;1;0;0
OG6_114823;0;0;0;0;0;1;0;0
OG6_101091;0;0;0;0;0;1;0;0
OG6_116708;0;0;0;0;0;1;0;0
OG6_100566;0;0;0;0;0;1;0;0
OG6_102401;0;0;0;0;0;1;0;0
OG6_480743;0;0;0;0;0;1;0;0
OG6_480980;0;0;0;0;0;1;0;0
OG6_136352;0;0;0;0;0;1;0;0
OG6_126583;0;0;0;0;0;1;0;0
OG6_119383;0;0;0;0;0;1;0;0
OG6_100805;0;0;0;0;0;1;0;0
OG6_100073;0;0;0;0;0;1;0;0
OG6_479600;0;0;0;0;0;1;0;0
OG6_100454;0;0;0;0;0;1;0;0
OG6_102088;0;0;0;0;0;1;0;0
OG6_124267;0;0;0;0;0;1;0;0
OG6_155909;0;0;0;0;0;1;0;0
OG6_105050;0;0;0;0;0;1;0;0
OG6_132632;0;0;0;0;0;1;0;0
OG6_142304;0;0;0;0;0;1;0;0
OG6_101961;0;0;0;0;0;1;0;0
OG6_101901;0;0;0;0;0;1;0;0
OG6_105607;0;0;0;0;0;1;0;0
OG6_126337;0;0;0;0;0;1;0;0
OG6_129436;0;0;0;0;0;1;0;0
OG6_117793;0;0;0;0;0;1;0;0
OG6_107086;0;0;0;0;0;1;0;0
OG6_103747;0;0;0;0;0;1;0;0
OG6_104970;0;0;0;0;0;1;0;0
OG6_101342;0;0;0;0;0;1;0;0
OG6_480978;0;0;0;0;0;1;0;0
OG6_480422;0;0;0;0;0;1;0;0
OG6_100241;0;0;0;0;0;1;0;0
OG6_126537;0;0;0;0;0;1;0;0
OG6_119449;0;0;0;0;0;1;0;0
OG6_105829;0;0;0;0;0;1;0;0
OG6_122703;0;0;0;0;0;1;0;0
OG6_114748;0;0;0;0;0;1;0;0
OG6_107256;0;0;0;0;0;1;0;0
OG6_103132;0;0;0;0;0;1;0;0
OG6_132427;0;0;0;0;0;1;0;0
OG6_175146;0;0;0;0;0;1;0;0
OG6_102363;0;0;0;0;0;1;0;0
OG6_107380;0;0;0;0;0;1;0;0
OG6_101747;0;0;0;0;0;1;0;0
OG6_103783;0;0;0;0;0;1;0;0
OG6_479579;0;0;0;0;0;1;0;0
OG6_113396;0;0;0;0;0;1;0;0
OG6_100668;0;0;0;0;0;1;0;0
OG6_107706;0;0;0;0;0;1;0;0
OG6_481326;0;0;0;0;0;1;0;0
OG6_100476;0;0;0;0;0;1;0;0
OG6_126412;0;0;0;0;0;1;0;0
OG6_141985;0;0;0;0;0;1;0;0
OG6_120963;0;0;0;0;0;1;0;0
OG6_142056;0;0;0;0;0;1;0;0
OG6_136438;0;0;0;0;0;1;0;0
OG6_107904;0;0;0;0;0;1;0;0
OG6_126269;0;0;0;0;0;1;0;0
OG6_126605;0;0;0;0;0;1;0;0
OG6_122665;0;0;0;0;0;1;0;0
OG6_100307;0;0;0;0;0;1;0;0
OG6_100527;0;0;0;0;0;1;0;0
OG6_104514;0;0;0;0;0;1;0;0
OG6_132696;0;0;0;0;0;1;0;0
OG6_124362;0;0;0;0;0;1;0;0
OG6_107089;0;0;0;0;0;1;0;0
OG6_100452;0;0;0;0;0;1;0;0
OG6_115556;0;0;0;0;0;1;0;1
OG6_101425;0;0;0;0;0;1;0;0
OG6_102032;0;0;0;0;0;1;0;0
OG6_115563;0;0;0;0;0;1;0;0
OG6_106772;0;0;0;0;0;1;0;0
OG6_117790;0;0;0;0;0;1;0;0
OG6_106599;0;0;0;0;0;1;0;0
OG6_102883;0;0;0;0;0;1;0;0
OG6_175104;0;0;0;0;0;1;0;0
OG6_101372;0;0;0;0;0;1;0;0
OG6_155463;0;0;0;0;0;1;0;0
OG6_132675;0;0;0;0;0;1;0;0
OG6_479279;0;0;0;0;0;1;0;0
OG6_129259;0;0;0;0;0;1;0;0
OG6_128990;0;0;0;0;0;1;0;0
OG6_480671;0;0;0;0;0;1;0;0
OG6_112746;0;0;0;0;0;1;0;0
OG6_122484;0;0;0;0;0;1;0;0
OG6_479811;0;0;0;0;0;1;0;0
OG6_120851;0;0;0;0;0;1;0;0
OG6_100541;0;0;0;0;0;1;0;0
OG6_105087;0;0;0;0;0;1;0;0
OG6_129033;0;0;0;0;0;1;0;0
OG6_124375;0;0;0;0;0;1;0;0
OG6_183482;0;0;0;0;0;1;0;0
OG6_101749;0;0;0;0;0;1;0;0
OG6_112259;0;0;0;0;0;1;0;0
OG6_101426;0;0;0;0;0;1;0;0
OG6_102626;0;0;0;0;0;1;0;0
OG6_101076;0;0;0;0;0;1;0;0
OG6_102334;0;0;0;0;0;1;0;0
OG6_100768;0;0;0;0;0;1;0;0
OG6_100754;0;0;0;0;0;1;0;0
OG6_100395;0;0;0;0;0;1;0;0
OG6_120814;0;0;0;0;0;1;0;0
OG6_102307;0;0;0;0;0;1;0;0
OG6_103922;0;0;0;0;0;1;0;0
OG6_122711;0;0;0;0;0;0;1;0
OG6_106595;0;0;0;0;0;0;1;0
OG6_479947;0;0;0;0;0;0;1;0
OG6_110146;0;0;0;0;0;0;1;0
OG6_103439;0;0;0;0;0;0;1;0
OG6_479796;0;0;0;0;0;0;1;0
OG6_203378;0;0;0;0;0;0;1;0
OG6_127400;0;0;0;0;0;0;1;0
OG6_135577;0;0;0;0;0;0;1;0
OG6_100392;0;0;0;0;0;0;1;0
OG6_105327;0;0;0;0;0;0;1;0
OG6_100453;0;0;0;0;0;0;1;0
OG6_132507;0;0;0;0;0;0;1;0
OG6_100301;0;0;0;0;0;0;1;0
OG6_102276;0;0;0;0;0;0;1;0
OG6_131715;0;0;0;0;0;0;1;0
OG6_100953;0;0;0;0;0;0;1;0
OG6_100399;0;0;0;0;0;0;1;0
OG6_108515;0;0;0;0;0;0;1;0
OG6_100277;0;0;0;0;0;0;1;0
OG6_102422;0;0;0;0;0;0;1;0
OG6_175058;0;0;0;0;0;0;1;0
OG6_479174;0;0;0;0;0;0;1;0
OG6_175106;0;0;0;0;0;0;1;0
OG6_100960;0;0;0;0;0;0;1;0
OG6_101545;0;0;0;0;0;0;1;0
OG6_479135;0;0;0;0;0;0;1;0
OG6_101579;0;0;0;0;0;0;1;0
OG6_103988;0;0;0;0;0;0;1;0
OG6_203157;0;0;0;0;0;0;1;0
OG6_104320;0;0;0;0;0;0;1;0
OG6_479793;0;0;0;0;0;0;1;0
OG6_100130;0;0;0;0;0;0;1;1
OG6_480058;0;0;0;0;0;0;1;0
OG6_100649;0;0;0;0;0;0;1;0
OG6_102170;0;0;0;0;0;0;1;0
OG6_124378;0;0;0;0;0;0;1;0
OG6_105547;0;0;0;0;0;0;1;0
OG6_480863;0;0;0;0;0;0;1;0
OG6_480612;0;0;0;0;0;0;1;0
OG6_105333;0;0;0;0;0;0;1;0
OG6_112523;0;0;0;0;0;0;1;0
OG6_102118;0;0;0;0;0;0;1;0
OG6_107165;0;0;0;0;0;0;1;0
OG6_103004;0;0;0;0;0;0;1;0
OG6_100920;0;0;0;0;0;0;1;0
OG6_480440;0;0;0;0;0;0;1;0
OG6_100955;0;0;0;0;0;0;1;0
OG6_107906;0;0;0;0;0;0;1;0
OG6_100246;0;0;0;0;0;0;1;0
OG6_100720;0;0;0;0;0;0;1;0
OG6_105545;0;0;0;0;0;0;1;0
OG6_108577;0;0;0;0;0;0;1;0
OG6_106082;0;0;0;0;0;0;1;0
OG6_203337;0;0;0;0;0;0;1;0
OG6_110484;0;0;0;0;0;0;1;0
OG6_124956;0;0;0;0;0;0;1;0
OG6_103025;0;0;0;0;0;0;1;0
OG6_120097;0;0;0;0;0;0;1;0
OG6_100829;0;0;0;0;0;0;1;0
OG6_100390;0;0;0;0;0;0;1;0
OG6_107723;0;0;0;0;0;0;1;0
OG6_106338;0;0;0;0;0;0;1;0
OG6_479715;0;0;0;0;0;0;1;0
OG6_106744;0;0;0;0;0;0;1;0
OG6_104425;0;0;0;0;0;0;1;0
OG6_103925;0;0;0;0;0;0;1;0
OG6_203437;0;0;0;0;0;0;1;0
OG6_100695;0;0;0;0;0;0;1;0
OG6_104586;0;0;0;0;0;0;1;0
OG6_104243;0;0;0;0;0;0;1;0
OG6_100781;0;0;0;0;0;0;1;0
