"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","beta-maltose 4-alpha-glucanotransferase activity","GO:0102500","0.04497798315299626","1.3470000225589551","1","181","1","11759","FBGN0034618"
"GO:MF","4-alpha-glucanotransferase activity","GO:0004134","0.04497798315299626","1.3470000225589551","1","181","1","11759","FBGN0034618"
"GO:MF","amylo-alpha-1,6-glucosidase activity","GO:0004135","0.04497798315299626","1.3470000225589551","1","181","1","11759","FBGN0034618"
"GO:MF","disulfide oxidoreductase activity","GO:0015036","0.04545533940979028","1.3424150950600588","36","173","3","11759","FBGN0033814,FBGN0036820,FBGN0038919"
"GO:MF","very-long-chain enoyl-CoA reductase activity","GO:0102758","0.048571634165646096","1.3136172846846004","1","198","1","11759","FBGN0035471"
"GO:MF","sulfur compound transmembrane transporter activity","GO:1901682","0.04919970402145721","1.3080375098796833","30","79","2","11759","FBGN0038337,FBGN0013953"
"GO:MF","phospholipase activity","GO:0004620","0.04936578857457445","1.3065739211263783","34","70","2","11759","FBGN0039769,FBGN0033170"
"GO:MF","alkane 1-monooxygenase activity","GO:0018685","0.049749128327238774","1.303214524284822","1","208","1","11759","FBGN0013772"
"GO:MF","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen","GO:0016713","0.049749128327238774","1.303214524284822","1","208","1","11759","FBGN0013772"
"GO:MF","hydroxymethylglutaryl-CoA synthase activity","GO:0004421","0.04991551337181135","1.3017644578895904","1","210","1","11759","FBGN0010611"
"GO:BP","organic acid biosynthetic process","GO:0016053","0.000003449465044997284","5.46224825159917","136","222","16","11706","FBGN0039774,FBGN0038257,FBGN0001208,FBGN0012034,FBGN0283427,FBGN0043043,FBGN0038074,FBGN0039755,FBGN0029823,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0050008,FBGN0042627"
"GO:BP","monocarboxylic acid biosynthetic process","GO:0072330","0.000007532316000909718","5.123071468451896","80","222","12","11706","FBGN0039774,FBGN0012034,FBGN0283427,FBGN0043043,FBGN0039755,FBGN0020236,FBGN0027348,FBGN0035471,FBGN0034383,FBGN0039754,FBGN0050008,FBGN0042627"
