"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","phosphate ion transmembrane transporter activity","GO:0015114","0.04281475709935115","1.3684065155149232","8","8","1","11759","FBGN0034497"
"GO:MF","lipid antigen binding","GO:0030882","0.04281475709935115","1.3684065155149232","3","24","1","11759","FBGN0051410"
"GO:MF","nucleoside-triphosphatase activity","GO:0017111","0.04281475709935115","1.3684065155149232","229","20","3","11759","FBGN0000557,FBGN0264695,FBGN0003149"
"GO:MF","lipoteichoic acid binding","GO:0070891","0.04281475709935115","1.3684065155149232","3","24","1","11759","FBGN0051410"
"GO:MF","phosphotransferase activity, alcohol group as acceptor","GO:0016773","0.04681430034363212","1.3296214629159702","318","16","3","11759","FBGN0265045,FBGN0005666,FBGN0053519"
"GO:MF","chitinase activity","GO:0004568","0.04681430034363212","1.3296214629159702","15","7","1","11759","FBGN0004427"
"GO:MF","glycerol-3-phosphate dehydrogenase (quinone) activity","GO:0004368","0.04681430034363212","1.3296214629159702","4","28","1","11759","FBGN0022160"
"GO:MF","antigen binding","GO:0003823","0.04681430034363212","1.3296214629159702","4","24","1","11759","FBGN0051410"
"GO:MF","structural constituent of cytoskeleton","GO:0005200","0.04681430034363212","1.3296214629159702","31","3","1","11759","FBGN0265045"
"GO:MF","sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity","GO:0052591","0.04681430034363212","1.3296214629159702","4","28","1","11759","FBGN0022160"
"GO:MF","cation channel activity","GO:0005261","0.04681430034363212","1.3296214629159702","170","56","4","11759","FBGN0026255,FBGN0038840,FBGN0261999,FBGN0030745"
"GO:MF","oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor","GO:0016901","0.04681430034363212","1.3296214629159702","4","28","1","11759","FBGN0022160"
"GO:MF","pyrophosphatase activity","GO:0016462","0.04681430034363212","1.3296214629159702","257","20","3","11759","FBGN0000557,FBGN0264695,FBGN0003149"
"GO:MF","sn-glycerol-3-phosphate:ubiquinone oxidoreductase activity","GO:0052590","0.04681430034363212","1.3296214629159702","4","28","1","11759","FBGN0022160"
"GO:MF","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","GO:0016818","0.04753778873740356","1.3229610237327616","267","20","3","11759","FBGN0000557,FBGN0264695,FBGN0003149"
"GO:MF","lysozyme activity","GO:0003796","0.04753778873740356","1.3229610237327616","17","7","1","11759","FBGN0004427"
"GO:MF","neurotransmitter receptor activity","GO:0030594","0.04784627844440137","1.320151836652366","59","31","2","11759","FBGN0026255,FBGN0038840"
"GO:MF","hydrolase activity, acting on acid anhydrides","GO:0016817","0.04784627844440137","1.320151836652366","271","20","3","11759","FBGN0000557,FBGN0264695,FBGN0003149"
"GO:BP","striated muscle cell development","GO:0055002","7.818129134000296e-17","16.106897160493617","49","82","14","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044,FBGN0265356,FBGN0004117,FBGN0053208"
"GO:BP","myofibril assembly","GO:0030239","7.818129134000296e-17","16.106897160493617","49","82","14","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044,FBGN0265356,FBGN0004117,FBGN0053208"
"GO:BP","muscle cell development","GO:0055001","1.8155317952015347e-16","15.740996140934694","53","82","14","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044,FBGN0265356,FBGN0004117,FBGN0053208"
"GO:BP","actomyosin structure organization","GO:0031032","4.7549489439029935e-14","13.322854141923253","98","82","15","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044,FBGN0261836,FBGN0265356,FBGN0004117,FBGN0053208"
"GO:BP","striated muscle cell differentiation","GO:0051146","2.407553865806394e-13","12.618423987334985","88","82","14","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044,FBGN0265356,FBGN0004117,FBGN0053208"
"GO:BP","muscle structure development","GO:0061061","3.5462336233732555e-13","12.450232656778057","231","83","19","11706","FBGN0264489,FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044,FBGN0259209,FBGN0261836,FBGN0265356,FBGN0004117,FBGN0003415,FBGN0053208,FBGN0013733"
"GO:BP","muscle cell differentiation","GO:0042692","1.694912193953657e-12","11.770852795790786","103","82","14","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044,FBGN0265356,FBGN0004117,FBGN0053208"
"GO:BP","muscle system process","GO:0003012","1.7190322938469598e-12","11.764715964553323","39","67","10","11706","FBGN0005633,FBGN0004169,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0002772,FBGN0002773,FBGN0039008,FBGN0265356,FBGN0004117"
"GO:BP","actin cytoskeleton organization","GO:0030036","1.891080739466106e-12","11.723289928608134","318","88","21","11706","FBGN0264489,FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0039897,FBGN0036044,FBGN0259209,FBGN0261836,FBGN0265356,FBGN0250819,FBGN0004117,FBGN0053208,FBGN0013733,FBGN0261574"
"GO:BP","actin filament-based process","GO:0030029","4.003341150042555e-12","11.397577399335816","332","88","21","11706","FBGN0264489,FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0039897,FBGN0036044,FBGN0259209,FBGN0261836,FBGN0265356,FBGN0250819,FBGN0004117,FBGN0053208,FBGN0013733,FBGN0261574"
"GO:BP","cellular component assembly involved in morphogenesis","GO:0010927","1.6760353321848873e-10","9.775716830329136","151","39","11","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0036044"
"GO:BP","sarcomere organization","GO:0045214","2.811521656365929e-10","9.55105856689262","37","29","7","11706","FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0000667"
"GO:BP","muscle contraction","GO:0006936","3.0610530155630976e-10","9.514129148623141","30","18","6","11706","FBGN0005633,FBGN0004169,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0002772"
"GO:BP","supramolecular fiber organization","GO:0097435","1.3741376273487347e-9","8.861969768146317","290","83","17","11706","FBGN0265991,FBGN0005633,FBGN0004169,FBGN0005666,FBGN0283471,FBGN0264695,FBGN0053519,FBGN0003149,FBGN0000667,FBGN0002773,FBGN0039897,FBGN0036044,FBGN0261836,FBGN0265356,FBGN0004117,FBGN0053208,FBGN0013733"
"GO:BP","adult somatic muscle development","GO:0007527","4.507642092649701e-7","6.346050574293626","17","16","4","11706","FBGN0005633,FBGN0283471,FBGN0264695,FBGN0053519"
"GO:BP","muscle thin filament assembly","GO:0071689","0.000002629559462498448","5.580117003993718","6","15","3","11706","FBGN0004169,FBGN0005666,FBGN0264695"
"GO:BP","flight","GO:0060361","0.000009481993549244048","5.0231003444746305","10","61","4","11706","FBGN0264695,FBGN0033027,FBGN0002773,FBGN0261836"
"GO:BP","mesoderm development","GO:0007498","0.00003277271625266847","4.484487562137359","99","20","5","11706","FBGN0264489,FBGN0004169,FBGN0005666,FBGN0002772,FBGN0003149"
"GO:BP","skeletal muscle myosin thick filament assembly","GO:0030241","0.00025193212531205973","3.5987164495873207","3","15","2","11706","FBGN0005633,FBGN0264695"
"GO:BP","striated muscle myosin thick filament assembly","GO:0071688","0.00025193212531205973","3.5987164495873207","3","15","2","11706","FBGN0005633,FBGN0264695"
"GO:BP","skeletal muscle contraction","GO:0003009","0.0002532995896154516","3.5963655138331756","4","11","2","11706","FBGN0005633,FBGN0004169"
"GO:BP","somatic muscle development","GO:0007525","0.0003196859890308533","3.495276397259518","93","16","4","11706","FBGN0005633,FBGN0283471,FBGN0264695,FBGN0053519"
"GO:BP","musculoskeletal movement","GO:0050881","0.000376740679758628","3.4239574829535195","5","11","2","11706","FBGN0005633,FBGN0004169"
"GO:BP","multicellular organismal movement","GO:0050879","0.000376740679758628","3.4239574829535195","5","11","2","11706","FBGN0005633,FBGN0004169"
"GO:BP","tricarboxylic acid cycle","GO:0006099","0.00040852714808302533","3.3887790777585156","39","86","5","11706","FBGN0027291,FBGN0039358,FBGN0261955,FBGN0261439,FBGN0010352"
"GO:BP","skeletal myofibril assembly","GO:0014866","0.0004984981519322508","3.3023364473966854","7","82","3","11706","FBGN0005633,FBGN0264695,FBGN0053208"
"GO:BP","striated muscle contraction","GO:0006941","0.0005429624925105982","3.265230170150179","9","64","3","11706","FBGN0005633,FBGN0004169,FBGN0265356"
"GO:BP","generation of precursor metabolites and energy","GO:0006091","0.0006859803071422759","3.163688351672552","255","86","10","11706","FBGN0022160,FBGN0027291,FBGN0039358,FBGN0265356,FBGN0265191,FBGN0000064,FBGN0261955,FBGN0261439,FBGN0035600,FBGN0010352"
"GO:BP","neuromuscular process","GO:0050905","0.0008380742705393972","3.0767174922812432","19","34","3","11706","FBGN0005633,FBGN0004169,FBGN0037562"
"GO:BP","actin filament organization","GO:0007015","0.0014557627506103159","2.8369093973419015","181","82","8","11706","FBGN0004169,FBGN0005666,FBGN0264695,FBGN0000667,FBGN0039897,FBGN0261836,FBGN0004117,FBGN0053208"
"GO:BP","myosin filament assembly","GO:0031034","0.0015617828953275697","2.8063793378815154","8","15","2","11706","FBGN0005633,FBGN0264695"
"GO:BP","muscle cell cellular homeostasis","GO:0046716","0.0018228542768422005","2.7392480484557726","31","79","4","11706","FBGN0004169,FBGN0283471,FBGN0265356,FBGN0003360"
"GO:BP","muscle organ development","GO:0007517","0.0018228542768422005","2.7392480484557726","94","83","6","11706","FBGN0004169,FBGN0283471,FBGN0264695,FBGN0259209,FBGN0261836,FBGN0013733"
"GO:BP","tricarboxylic acid metabolic process","GO:0072350","0.001946720381876683","2.710696424098295","12","77","3","11706","FBGN0027291,FBGN0039358,FBGN0261955"
"GO:BP","energy derivation by oxidation of organic compounds","GO:0015980","0.0024013737343979106","2.619540243876521","190","86","8","11706","FBGN0022160,FBGN0027291,FBGN0039358,FBGN0265191,FBGN0261955,FBGN0261439,FBGN0035600,FBGN0010352"
