"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:CC","extracellular matrix","GO:0031012","0.0000053918664216426744","5.268260875571787","279","186","18","11923","FBGN0035798,FBGN0035490,FBGN0085491,FBGN0035452,FBGN0039257,FBGN0029791,FBGN0011828,FBGN0032666,FBGN0026077,FBGN0003137,FBGN0011722,FBGN0035280,FBGN0085397,FBGN0035985,FBGN0267348,FBGN0016075,FBGN0002526,FBGN0000299"
"GO:CC","actin filament","GO:0005884","0.000010098623605148947","4.995737814477047","33","118","6","11923","FBGN0264489,FBGN0036044,FBGN0265991,FBGN0261836,FBGN0004117,FBGN0035917"
"GO:CC","actin filament bundle","GO:0032432","0.000010098623605148947","4.995737814477047","14","16","3","11923","FBGN0264489,FBGN0036044,FBGN0265991"
"GO:CC","basement membrane","GO:0005604","0.000010551396448200372","4.976690058886325","22","186","6","11923","FBGN0003137,FBGN0011722,FBGN0267348,FBGN0016075,FBGN0002526,FBGN0000299"
"GO:CC","external encapsulating structure","GO:0030312","0.000023661389509852628","4.625959755112049","313","186","18","11923","FBGN0035798,FBGN0035490,FBGN0085491,FBGN0035452,FBGN0039257,FBGN0029791,FBGN0011828,FBGN0032666,FBGN0026077,FBGN0003137,FBGN0011722,FBGN0035280,FBGN0085397,FBGN0035985,FBGN0267348,FBGN0016075,FBGN0002526,FBGN0000299"
"GO:CC","striated muscle thin filament","GO:0005865","0.00017139556587906983","3.7660004177638218","7","93","3","11923","FBGN0004169,FBGN0051374,FBGN0283471"
"GO:CC","myosin complex","GO:0016459","0.00017139556587906983","3.7660004177638218","23","172","5","11923","FBGN0264695,FBGN0002772,FBGN0002773,FBGN0003149,FBGN0026059"
"GO:CC","cell-substrate junction","GO:0030055","0.0003248011238137928","3.488382476766809","41","180","6","11923","FBGN0265991,FBGN0000667,FBGN0001250,FBGN0263258,FBGN0033504,FBGN0013733"
"GO:CC","anchoring junction","GO:0070161","0.000336768554951088","3.472668466604618","162","180","11","11923","FBGN0264489,FBGN0036044,FBGN0265991,FBGN0000667,FBGN0001250,FBGN0266801,FBGN0029830,FBGN0035917,FBGN0263258,FBGN0033504,FBGN0013733"
"GO:CC","adherens junction","GO:0005912","0.00045285073399449965","3.344044924002699","54","16","3","11923","FBGN0264489,FBGN0036044,FBGN0265991"
"GO:CC","troponin complex","GO:0005861","0.0005591996724832359","3.252433091623543","2","93","2","11923","FBGN0004169,FBGN0283471"
"GO:CC","sarcolemma","GO:0042383","0.0015752105924399758","2.802661376464425","12","115","3","11923","FBGN0011286,FBGN0001250,FBGN0261999"
"GO:CC","M band","GO:0031430","0.0030082109717356935","2.521691709088476","13","134","3","11923","FBGN0053519,FBGN0003149,FBGN0000064"
"GO:CC","focal adhesion","GO:0005925","0.0030379420131013777","2.517420520015839","28","149","4","11923","FBGN0265991,FBGN0000667,FBGN0001250,FBGN0033504"
"GO:CC","cell-cell junction","GO:0005911","0.004607062533730131","2.3365758928331433","127","16","3","11923","FBGN0264489,FBGN0036044,FBGN0265991"
"GO:CC","collagen type IV trimer","GO:0005587","0.004813968809037048","2.317496727959406","3","186","2","11923","FBGN0016075,FBGN0000299"
"GO:CC","basement membrane collagen trimer","GO:0098651","0.004813968809037048","2.317496727959406","3","186","2","11923","FBGN0016075,FBGN0000299"
"GO:CC","collagen network","GO:0098645","0.004813968809037048","2.317496727959406","3","186","2","11923","FBGN0016075,FBGN0000299"
"GO:CC","complex of collagen trimers","GO:0098644","0.004813968809037048","2.317496727959406","3","186","2","11923","FBGN0016075,FBGN0000299"
"GO:CC","network-forming collagen trimer","GO:0098642","0.004813968809037048","2.317496727959406","3","186","2","11923","FBGN0016075,FBGN0000299"
"GO:CC","muscle tendon junction","GO:0005927","0.007132203148879858","2.146776295168441","14","180","3","11923","FBGN0265991,FBGN0263258,FBGN0013733"
"GO:CC","polymeric cytoskeletal fiber","GO:0099513","0.014168491606408264","1.8486763827717945","203","16","3","11923","FBGN0264489,FBGN0036044,FBGN0265991"
"GO:CC","synaptonemal complex","GO:0000795","0.01418156087736721","1.8482759663940616","9","100","2","11923","FBGN0000246,FBGN0038612"
"GO:CC","synaptonemal structure","GO:0099086","0.01418156087736721","1.8482759663940616","9","100","2","11923","FBGN0000246,FBGN0038612"
"GO:CC","LUBAC complex","GO:0071797","0.014976096619978847","1.8246013666970293","1","31","1","11923","FBGN0031857"
"GO:CC","axon terminus","GO:0043679","0.018365822225107492","1.7359896238210746","76","96","4","11923","FBGN0040505,FBGN0030706,FBGN0029830,FBGN0004580"
"GO:CC","neuron projection terminus","GO:0044306","0.018884032838724585","1.7239052530160168","77","96","4","11923","FBGN0040505,FBGN0030706,FBGN0029830,FBGN0004580"
"GO:CC","collagen trimer","GO:0005581","0.018933170783545228","1.7227766476061286","6","186","2","11923","FBGN0016075,FBGN0000299"
"GO:CC","synaptic membrane","GO:0097060","0.0230497578709184","1.6373336323513983","84","94","4","11923","FBGN0026255,FBGN0259246,FBGN0030706,FBGN0029830"
"GO:CC","basal plasma membrane","GO:0009925","0.025115259503935703","1.6000623301245767","53","154","4","11923","FBGN0265991,FBGN0001250,FBGN0029830,FBGN0026061"
"GO:CC","muscle myosin complex","GO:0005859","0.02760570805525913","1.5590011092176188","1","64","1","11923","FBGN0002772"
"GO:CC","sarcoplasmic reticulum","GO:0016529","0.028872820218471606","1.5395107933447658","12","115","2","11923","FBGN0011286,FBGN0261999"
"GO:CC","outer acrosomal membrane","GO:0002081","0.03029609485725254","1.518613348106505","1","74","1","11923","FBGN0285958"
"GO:CC","type III terminal bouton","GO:0097467","0.038014417649865295","1.4200516581665013","1","96","1","11923","FBGN0004580"
"GO:CC","zonula adherens","GO:0005915","0.038014417649865295","1.4200516581665013","6","16","1","11923","FBGN0265991"
"GO:CC","sarcoplasm","GO:0016528","0.041440548459966725","1.3825745053969725","15","115","2","11923","FBGN0011286,FBGN0261999"
"GO:CC","distal axon","GO:0150034","0.044938975887098574","1.3473768289273433","104","96","4","11923","FBGN0040505,FBGN0030706,FBGN0029830,FBGN0004580"
"GO:CC","eukaryotic translation elongation factor 1 complex","GO:0005853","0.048859472216797206","1.3110512286145386","5","26","1","11923","FBGN0000557"
"TF","Factor: Opa; motif: NACCCCCCGYNGNS","TF:M07939","0.024389337452880588","1.612799997327361","201","78","6","13922","FBGN0005633,FBGN0028866,FBGN0022160,FBGN0259246,FBGN0028371,FBGN0035452"
"TF","Factor: GAGA; motif: ASWGAGMGNRA","TF:M00723","0.024389337452880588","1.612799997327361","232","180","10","13922","FBGN0038653,FBGN0265180,FBGN0283471,FBGN0261258,FBGN0034723,FBGN0037796,FBGN0265191,FBGN0266446,FBGN0261260,FBGN0013733"
