enrichment_id,name,log2fc
fbgn0039459,ints12,-0.85
fbgn0036294,cg10654,-0.84
fbgn0001225,hsp26,-0.8
fbgn0051044,lncrna:cr31044,-0.79
fbgn0032727,cg10623,-0.78
fbgn0010408,rps9,-0.71
fbgn0030065,cg12075,-0.71
fbgn0261380,mrpl37,-0.71
fbgn0001296,kar,-0.71
fbgn0033543,cg12338,-0.7
fbgn0035833,cg7565,-0.7
fbgn0034729,cg10344,-0.7
fbgn0032329,art8,-0.67
fbgn0033195,cg1360,-0.66
fbgn0030447,cg2200,-0.66
fbgn0035461,ntc,-0.65
fbgn0031865,nha1,-0.64
fbgn0052027,lncrna:cr32027,-0.62
fbgn0037876,cg4820,-0.61
fbgn0033428,urod,-0.6
fbgn0035890,cg13667,-0.59
fbgn0029858,mldr,-0.58
fbgn0034750,cg3732,-0.57
fbgn0263232,nxf3,-0.56
fbgn0004838,hrb27c,-0.56
fbgn0038869,smyd5,-0.55
fbgn0035964,dhpr,-0.53
fbgn0051038,cg31038,-0.52
fbgn0035529,fdx2,-0.51
fbgn0038577,cg12321,-0.5
fbgn0030793,rai1,-0.49
fbgn0000100,rplp0,-0.48
fbgn0035064,tyrrs-m,-0.48
fbgn0025366,ip259,-0.47
fbgn0033184,meftu2,-0.47
fbgn0017429,cg5989,-0.47
fbgn0015568,alpha-est1,-0.47
fbgn0034405,jheh2,-0.46
fbgn0052056,scramb1,-0.44
fbgn0015801,reg-5,-0.42
fbgn0029755,sas10,-0.41
fbgn0028327,l(1)g0320,-0.4
fbgn0021750,serrs-m,-0.39
fbgn0034351,rswl,-0.37
fbgn0035936,tsp66e,-0.37
fbgn0035405,cg15812,-0.35
fbgn0086443,asnrs,-0.31
fbgn0038989,cg6937,-0.3
fbgn0038467,adsl,-0.3
fbgn0003257,r-l,-0.3
fbgn0030177,cg2972,-0.3
fbgn0023514,cg14805,-0.29
