GO_term	Dm_F_wh_L(up)	Dm_F_wh_L(down)	Dm_F_ov(up)	Dm_F_ov(down)	Dp_F_ab(up)	Dp_F_ab(down)	Dp_F_hd(up)	Dp_F_hd(down)	Dp_M_ab(up)	Dp_M_ab(down)	Dp_M_hd(up)	Dp_M_hd(down)	Dm_F_wh_D(up)	Dm_F_wh_D(down)	Dm_M_ts(up)	Dm_M_ts(down)	Af_F_wh(up)	Af_F_wh(down)
GO:0106019	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0034975	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0097573	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0046513	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
GO:0034626	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0019367	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0019368	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0034625	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0042048	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0099500	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0031629	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0042688	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0046131	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0046133	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0042675	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0006109	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0006030	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0
GO:0045610	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0042910	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
GO:0015038	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:1902936	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
GO:0007479	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0016125	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
GO:0006000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0097164	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0042446	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
GO:0043255	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0000413	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0003755	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0051084	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0051085	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0047134	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0007635	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0052548	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0030497	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0006694	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0006687	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0006979	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0006655	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0046471	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0120009	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
GO:0007449	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
GO:0045455	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0034312	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0034311	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
GO:0016018	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0035223	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0050714	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0006723	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
GO:0120251	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
GO:0035009	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GO:0004676	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0019209	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0030295	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0043491	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0046622	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0051896	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0002213	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0032147	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0040018	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0045793	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0045859	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0043549	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0045860	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0033674	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0035265	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0035264	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0040014	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0001558	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0001932	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0001934	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0045927	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0046620	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0048639	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0008361	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0016049	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0019887	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0019207	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0042981	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0042325	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0032535	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0051240	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0051174	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0051094	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0034329	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0043067	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0019220	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
GO:0050808	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0034330	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0018193	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GO:0019321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1901568	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
GO:0047045	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0007608	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
GO:0004034	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046866	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046867	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0042732	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0005980	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0044247	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009251	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0035337	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0
GO:0000272	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0016857	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046864	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
GO:0046865	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
GO:0004043	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0071834	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004047	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0017057	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0015718	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1901570	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
GO:0046365	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0042559	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004335	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0001872	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004361	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0005981	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004777	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009013	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0097003	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0097004	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0008260	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0090433	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004856	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0140164	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0043471	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0004757	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0007606	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0047837	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0019841	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046946	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046948	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0038187	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0043470	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0045818	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009758	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046952	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0007548	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0002758	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0002757	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0035338	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0042454	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0016063	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0005501	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0008410	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0042843	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0042953	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0044872	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0010877	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0070873	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0032881	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009450	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0019840	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0070874	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0002218	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1901569	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009164	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0034656	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0050795	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0006554	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0002253	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1905345	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0030072	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0009448	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0010677	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0045912	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0040009	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0002790	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046950	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1902224	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0002221	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0048520	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0046434	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0006553	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0019323	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0016859	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0008934	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0052834	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0052833	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0052832	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0010890	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046942	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006726	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046879	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0032094	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0009914	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046475	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0070851	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0031935	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0004197	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0015833	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0000062	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
GO:1901567	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
GO:0006650	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0120227	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
GO:0006568	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006586	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046903	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1905808	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1905806	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0072741	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046597	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1903901	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0016655	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0051346	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0046130	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0006152	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:1901215	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0032412	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0022898	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032409	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:2001257	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1904062	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032411	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0007271	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032414	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032222	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034767	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034764	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0043270	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1904064	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:2001259	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0010959	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1903818	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004099	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901018	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901381	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901016	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0043268	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0006206	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0006212	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0019860	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0043266	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0019336	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901385	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0035159	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:0019482	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0019483	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0008365	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1990834	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901386	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042832	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0001562	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0051924	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0035151	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0050104	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0006208	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0140081	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901020	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:2001258	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0007632	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:0042420	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0046333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0005212	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
GO:0019213	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
GO:1903170	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0005078	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:2000121	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1904832	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0090322	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0046467	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0019614	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042439	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042424	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0016726	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0016727	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004068	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0070403	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004855	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004854	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0062101	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004334	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0071859	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015870	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032223	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1990399	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0005537	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0017113	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0050220	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0005246	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015220	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0002058	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0002061	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901841	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901842	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0008011	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015355	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015185	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0043546	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042402	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0009310	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032413	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0032410	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0046110	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0009115	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0051378	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0005280	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0102545	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0052656	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0015495	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0052655	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0052654	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004084	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0042264	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1902000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901999	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1900408	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1901032	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0071771	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
GO:0006207	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0035177	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0060756	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0051926	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034763	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0034766	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:1904063	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0003986	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0008775	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
